id,sinif,kod,mezmun_sahesi,bloom_taksonomiyasi,cetinlik_seviyyesi,status,standart_metni,xarakteristika,kohne_standart_metni,yaradilma_tarixi
1127,3,Az_dili_III_3.1.2,Yazı,Qiymətləndirme,cetin,yenilenib,"Yazısında sadə dil səhvlərini tapır və düzəldir, həmyaşıdının yazısına kömək edir.","Köhnə standart çox ümumi və qeyri-müəyyən idi, 'təkmilləşdirir' anlayışı yaşa görə çox mücərrəd idi. 3-cü sinif üçün sadə səhv tapma və kömək etmə bacarığı daha realdır. Yeni mətn Kanada-Ontario modelindəki həmyaşıdlarla əməkdaşlıq və Estoniya kurikulumundakı özünüqiymətləndirmə elementlərinə əsasən konkret və ölçülə bilən hədəflərlə yenidən tərtib edilib.",Özünün və başqasının yazısını dil qaydaları baxımından təkmilləşdirir.,2026-03-20 12:33:04.782868
1128,3,Az_dili_III_3.2.1,Yazı,Tətbiq,orta,deyismeyib,"Dinlədiyi, oxuduğu məlumatları yazısında əks etdirir.",Məlumat inteqrasiyası və çoxsaylı mənbə istifadəsi bacarığını inkişaf etdirir. PISA inteqrasiya strategiyaları və CEFR A2 yazı kompetensiyasına tam uyğundur.,"Dinlədiyi, oxuduğu məlumatları yazısında əks etdirir.",2026-03-20 12:33:04.783929
1129,3,Az_dili_III_3.2.2,Yazı,Yaratma,cetin,deyismeyib,"Fikir, təxəyyül və təəssüratları əsasında bədii mətn yazır.",Yaradıcı yazı bacarığı və şəxsi ifadə imkanları yaradır. Yaponiya Kokugo estetik duyum və İrlandiya yaradıcı ifadə modellərinə uyğundur.,"Fikir, təxəyyül və təəssüratları əsasında bədii mətn yazır.",2026-03-20 12:33:04.784945
1130,3,Az_dili_III_3.2.3,Yazı,Tətbiq,orta,deyismeyib,Tanış olduğu məlumatlar əsasında kiçikhəcmli qeyri-bədii mətn yazır.,Informativ yazı bacarığı və faktoloji mətn yaratma kompetensiyasını inkişaf etdirir. CEFR A2 praktik yazı tələblərinə tam uyğundur.,Tanış olduğu məlumatlar əsasında kiçikhəcmli qeyri-bədii mətn yazır.,2026-03-20 12:33:04.785895
1131,3,Az_dili_III_3.2.4,Yazı,Tətbiq,orta,deyismeyib,Standart forma və məzmun xüsusiyyətlərini gözləməklə əməli yazılar yazır.,Funksional yazı bacarığı və real həyat tələblərinə uyğun yazı formalarını mənimsəmə imkanı verir. Sinqapur real həyat konteksti və CEFR praktik yazı tələblərinə uyğundur.,Standart forma və məzmun xüsusiyyətlərini gözləməklə əməli yazılar yazır.,2026-03-20 12:33:04.786701
1132,3,Az_dili_III_3.2.5,Yazı,Tətbiq,orta,deyismeyib,Təqdimat üçün müxtəlif vizual forma və üsullar seçir.,Multimodal yazı və vizual kommunikasiya bacarığını inkişaf etdirir. İrlandiya multimodal mətn yaratma və Finlandiya media savadlılığı yanaşmalarına uyğundur.,Təqdimat üçün müxtəlif vizual forma və üsullar seçir.,2026-03-20 12:33:04.787656
1135,3,Az_dili_III_3.3.1,Yazı,tətbiq etmək,orta,yeni_yazilmis,"Yazı prosesi: Yazı prosesinin mərhələlərini (planlaşdırma, yazı, redaktə) sadə səviyyədə tətbiq edir.","Finlandiya və Sinqapur standartları əsasında - yazı prosesi bacarıqları, CEFR A2 yazı mərhələləri","",2026-03-20 12:39:32.771495
1145,4,Az_dili_IV_4.1.1,Dil qaydaları,Tətbiq,asan,deyismeyib,Sözlərdə sait və samitlərin yazılış qaydalarına riayət edir.,CEFR A2 səviyyəsində orfoqrafiya bacarıqları üçün zəruri standartdır. PIRLS çərçivəsində dilin əsas qaydalarını tətbiq etmə bacarığını əks etdirir və mətn yaratma prosesində mühüm rol oynayır.,Sözlərdə sait və samitlərin yazılış qaydalarına riayət edir.,2026-03-20 12:53:29.671682
1146,4,Az_dili_IV_4.1.2,Dil qaydaları,Tətbiq,asan,deyismeyib,"Sözlərin bitişik, ayrı və defislə yazılış qaydalarına riayət edir.",4-cü sinif üçün uyğun orfoqrafiya standarıdır. Yazılı mətn yaradarkən texniki doğruluğu təmin edir və CEFR A2 səviyyəsinə adekvat praktiki bacarıqdır.,"Sözlərin bitişik, ayrı və defislə yazılış qaydalarına riayət edir.",2026-03-20 12:53:29.673773
1147,4,Az_dili_IV_4.1.3,Dil qaydaları,Tətbiq,asan,deyismeyib,Sözlərin böyük hərflə yazılış qaydalarına əməl edir.,Yazı normaları üçün fundamental standartdır. PIRLS təlimində mətn yaradarkən lazım olan texniki bacarıqdır və A2 səviyyəsi üçün əsasdır.,Sözlərin böyük hərflə yazılış qaydalarına əməl edir.,2026-03-20 12:53:29.675012
1148,4,Az_dili_IV_4.2.1,Dil qaydaları,Anlama,orta,deyismeyib,Kontekstdən və qrammatik formadan çıxış edərək əsas nitq hissələrinin qrammatik-semantik-morfoloji tərkibini izah edir.,"CEFR A2 səviyyəsində dil strukturlarını anlama üçün uyğun standartdır. Qrammatik bilgiləri kontekstdə tətbiq etmə bacarığını əks etdirir ki, bu yaşa uyğundur.",Kontekstdən və qrammatik formadan çıxış edərək əsas nitq hissələrinin qrammatik-semantik-morfoloji tərkibini izah edir.,2026-03-20 12:53:29.676356
1149,4,Az_dili_IV_4.2.2,Dil qaydaları,Anlama,orta,deyismeyib,Köməkçi nitq hissələrinin ümumi qrammatik mənalarını müəyyən edir.,4-cü sinif üçün məqbul qrammatika standarıdır. Dil strukturlarını anlama prosesində mühüm komponentdir və A2 səviyyəsinə uyğun çətinlik dərəcəsinə malikdir.,Köməkçi nitq hissələrinin ümumi qrammatik mənalarını müəyyən edir.,2026-03-20 12:53:29.677362
1150,4,Az_dili_IV_4.2.3,Dil qaydaları,Anlama,orta,deyismeyib,Sintaktik vahidlərin və cümlə komponentlərini və ifadə etdiyi semantik mənanı izah edir.,Cümlə strukturunu anlamaq üçün vacib standartdır. PIRLS oxu anlama çərçivəsində mətn strukturunu dərk etməyə kömək edir və yaş qrupuna uyğundur.,Sintaktik vahidlərin və cümlə komponentlərini və ifadə etdiyi semantik mənanı izah edir.,2026-03-20 12:53:29.678279
1151,4,Az_dili_IV_4.3.1,Dil qaydaları,Tətbiq,orta,yenilenib,Əvəzliklərdən sonra vergül işarəsinin düzgün işlənməsini anlayır və tətbiq edir.,Köhnə standartda ifadə aydın deyildi və təkrarlar var idi. Yeni mətn daha aşkar və ölçülə biləndir. CEFR A2 səviyyəsində punktuasiya qaydalarının praktiki tətbiqi üçün yaradılıb. Finlandiya və Estoniya modellərinə əsasən aydın məqsədli standart formalaşdırılıb.,"O, bu əvəzliklərindən sonra əvəzliyindən sonra vergül işarəsinin işlənmə məqamını müəyyən edir.",2026-03-20 12:53:29.679173
1152,4,Az_dili_IV_4.3.2,Dil qaydaları,Anlama,asan,deyismeyib,Defis və tire işarələrini fərqləndirir.,Punktuasiya üçün əsas bacarıqdır. 4-cü sinif üçün uyğun çətinlik səviyyəsinə malik və yazı bacarıqlarının inkişafı üçün zəruridir.,Defis və tire işarələrini fərqləndirir.,2026-03-20 12:53:29.680045
1153,4,Az_dili_IV_4.3.3,Dil qaydaları,Tətbiq,asan,deyismeyib,Sitatda dırnaq işarəsindən istifadə edir.,Mətn yaradarkən vacib punktuasiya bacarığıdır. A2 səviyyəsində sitat göstərmə üçün praktiki əhəmiyyət daşıyır və yaş qrupuna uyğundur.,Sitatda dırnaq işarəsindən istifadə edir.,2026-03-20 12:53:29.680785
1154,4,Az_dili_IV_4.3.4,Dil qaydaları,Tətbiq,asan,deyismeyib,İxtisarlarda durğu işarələrindən istifadə edir.,Yazı texnikası üçün əsas standartdır. Mətn yaratma prosesində tez-tez istifadə olunan bacarıq olub 4-cü sinif üçün adekvat çətinlik dərəcəsinə malikdir.,İxtisarlarda durğu işarələrindən istifadə edir.,2026-03-20 12:53:29.68223
1155,4,Az_dili_IV_4.3.5,Dil qaydaları,Anlama,orta,deyismeyib,Müəyyən sintaktik konstruksiyalarda mötərizə işarəsinin funksiyasını izah edir.,Mətn strukturunu anlama üçün faydalı standartdır. PIRLS çərçivəsində mətnin qurulma prinsiplərini öyrənmək üçün vacib komponentdir və yaş qrupuna uyğundur.,Müəyyən sintaktik konstruksiyalarda mötərizə işarəsinin funksiyasını izah edir.,2026-03-20 12:53:29.683307
1156,4,Az_dili_IV_4.4.1,Dil qaydaları,Anlama,orta,deyismeyib,Kontekstdən və morfoloji tərkibdən çıxış edərək sözün mənasını müəyyən edir və lüğət vasitəsilə dəqiqləşdirir.,PIRLS çərçivəsində lüğət işini inkişaf etdirən əsas standartdır. Oxu anlama prosesində mühüm rol oynayır və A2 səviyyəsi üçün zəruri bacarıqdır.,Kontekstdən və morfoloji tərkibdən çıxış edərək sözün mənasını müəyyən edir və lüğət vasitəsilə dəqiqləşdirir.,2026-03-20 12:53:29.684311
1157,4,Az_dili_IV_4.4.2,Dil qaydaları,Anlama,orta,deyismeyib,Leksik vahidlərin mənalarını müxtəlif üsullarla izah edir.,Lüğət inkişafı üçün mühüm standartdır. CEFR A2 səviyyəsində söz ehtiyatını genişləndirmə strategiyalarını əhatə edir və kommunikativ yanaşmaya uyğundur.,Leksik vahidlərin mənalarını müxtəlif üsullarla izah edir.,2026-03-20 12:53:29.685261
1158,4,Az_dili_IV_4.4.3,Dil qaydaları,Analiz,orta,deyismeyib,Sözləri leksik kateqoriyalar üzrə qruplaşdırır.,Leksik sistemi anlamaq üçün vacib analitik bacarıqdır. PIRLS tələblərinə uyğun olaraq mətn elementləri arasında əlaqə qurmağa kömək edir.,Sözləri leksik kateqoriyalar üzrə qruplaşdırır.,2026-03-20 12:53:29.686237
1159,4,Az_dili_IV_1.1.1,Dinləmə və danışma,Anlama,orta,yenilenib,Dinləmə zamanı əsas məlumatları qeyd edir və mətnlə bağlı fərqli tipli suallara dəqiq cavablar verir.,"Köhnə standart yalnız qeyd götürməyə fokuslanırdı, lakin PISA dinləmə çərçivəsində informasiyanın təsnifatı və cavab tiplərinə uyğunluq əksik idi. Yeni standart PIRLS metodikasına əsasən məlumat növlərinin ayrımını və cavab keyfiyyətini vurğulayır. Finlandiya modelindən ilhamlanaraq aktiv dinləmə strategiyası inteqrasiya edilib.",Dinləmə zamanı götürdüyü qeydlər əsasında mətnlə bağlı suallara cavab verir.,2026-03-20 12:53:29.687212
1160,4,Az_dili_IV_1.1.2,Dinləmə və danışma,Anlama,orta,deyismeyib,Dinlədiyi mətni ideya və məzmun baxımından şərh edir.,PIRLS çərçivəsində interpretasiya bacarığını əks etdirən yaxşı standartdır. A2 səviyyəsində dinlədiyi mətnin əsas ideyasını anlamaq üçün uyğundur.,Dinlədiyi mətni ideya və məzmun baxımından şərh edir.,2026-03-20 12:53:29.688178
1161,4,Az_dili_IV_1.1.3,Dinləmə və danışma,Yaratma,çətin,deyismeyib,"Öz versiya və düşüncələrini əlavə etməklə dinlədiyi mətni genişləndirir, dəyişdirir, davamını təxmin edir.","PISA çərçivəsində yaradıcı düşüncə və refleksiya bacarığını əks etdirən güclü standartdır. 4-cü sinif üçün iddialı, lakin inkişafa yönəlik faydalı standartdır.","Öz versiya və düşüncələrini əlavə etməklə dinlədiyi mətni genişləndirir, dəyişdirir, davamını təxmin edir.",2026-03-20 12:53:29.689825
1162,4,Az_dili_IV_1.2.1,Dinləmə və danışma,Qiymətləndirmə,çətin,deyismeyib,Dinlədiyi fikirləri təsdiq və ya təkzib etmək üçün arqument və ya əks-arqumentlər gətirir.,"Kritik düşüncə bacarığını inkişaf etdirən əla standartdır. PISA çərçivəsində arqumentasiya və qiymətləndirmə bacarıqlarını əhatə edir, 4-cü sinif üçün stimullaşdırıcıdır.",Dinlədiyi fikirləri təsdiq və ya təkzib etmək üçün arqument və ya əks-arqumentlər gətirir.,2026-03-20 12:53:29.69098
1163,4,Az_dili_IV_1.2.2,Dinləmə və danışma,Tətbiq,orta,deyismeyib,Əldə etdiyi məlumatlar və tərtib etdiyi suallar əsasında müsahibi ilə dialoq qurur.,CEFR A2 səviyyəsində dialoq qurma bacarığını əks etdirən praktiki standartdır. Kommunikativ yanaşma üçün əhəmiyyətlidir və yaşa uyğundur.,Əldə etdiyi məlumatlar və tərtib etdiyi suallar əsasında müsahibi ilə dialoq qurur.,2026-03-20 12:53:29.692074
1164,4,Az_dili_IV_1.3.1,Dinləmə və danışma,Tətbiq,orta,deyismeyib,Əlavə məlumatlardan istifadə etməklə dinlədiyi və ya oxuduğu mətni genişləndirib danışır.,PISA çərçivəsində məlumat inteqrasiyası bacarığını əks etdirən yaxşı standartdır. Müxtəlif mənbələrdən məlumat birləşdirmə üçün əsas bacarıqdır.,Əlavə məlumatlardan istifadə etməklə dinlədiyi və ya oxuduğu mətni genişləndirib danışır.,2026-03-20 12:53:29.693127
1165,4,Az_dili_IV_1.3.2,Dinləmə və danışma,Tətbiq,orta,deyismeyib,Qrafik və ya verbal-qrafik informasiyanı rabitəli şəkildə şifahi təqdim edir.,Multimodal mətn anlama üçün əhəmiyyətli standartdır. PIRLS 2026 çərçivəsində rəqəmsal və qrafik mətnlərin şifahi təqdimatı üçün vacibdir.,Qrafik və ya verbal-qrafik informasiyanı rabitəli şəkildə şifahi təqdim edir.,2026-03-20 12:53:29.694082
1166,4,Az_dili_IV_1.3.3,Dinləmə və danışma,Tətbiq,orta,deyismeyib,"Mövzu ilə bağlı bildiklərini, fikir və təəssüratlarını rabitəli şəkildə təqdim edir.",Şifahi nitq inkişafı üçün əsas standartdır. CEFR A2 səviyyəsində rabitəli nitq qurmaq üçün zəruri bacarıqdır və yaş qrupuna uyğundur.,"Mövzu ilə bağlı bildiklərini, fikir və təəssüratlarını rabitəli şəkildə təqdim edir.",2026-03-20 12:53:29.695102
1167,4,Az_dili_IV_1.3.4,Dinləmə və danışma,Tətbiq,orta,deyismeyib,Araşdırma nəticəsində əldə etdiyi məlumatları rabitəli şəkildə təqdim edir.,Araşdırma bacarıqlarını şifahi təqdimat ilə birləşdirən dəyərli standartdır. PIRLS metodikasına uyğun olaraq informasiyanı təşkil etmə bacarığını inkişaf etdirir.,Araşdırma nəticəsində əldə etdiyi məlumatları rabitəli şəkildə təqdim edir.,2026-03-20 12:53:29.696128
1168,4,Az_dili_IV_1.4.1,Dinləmə və danışma,Tətbiq,asan,deyismeyib,Şifahi nitqində leksik və qrammatik normalara əməl edir.,CEFR A2 səviyyəsində ədəbi dil normalarına əməl etmək üçün əsas standartdır. Düzgün nitq formalaşdırma üçün zəruridir.,Şifahi nitqində leksik və qrammatik normalara əməl edir.,2026-03-20 12:53:29.697006
1169,4,Az_dili_IV_1.4.2,Dinləmə və danışma,Tətbiq,orta,deyismeyib,"Danışarkən məzmuna uyğun intonasiya, jest, mimikadan istifadə edir, auditoriya ilə göz təması qurur.",Ekspressiv nitq bacarıqları üçün mükəmməl standartdır. Kommunikativ kompetensiya inkişafında mühüm rol oynayır və təqdimat bacarıqlarını formalaşdırır.,"Danışarkən məzmuna uyğun intonasiya, jest, mimikadan istifadə edir, auditoriya ilə göz təması qurur.",2026-03-20 12:53:29.698034
1190,4,Az_dili_IV_1.5.1,Dinləmə və danışma,Tətbiq,orta,yeni_yazilmis,Müxtəlif kommunikativ vəziyyətlərdə və müxtəlif auditoriya qarşısında uyğun dil registri seçir və istifadə edir.,CEFR A2 səviyyəsinin sosiolinqvistik kompetensiyasına və Finlandiya standartlarının kommunikativ vəziyyətlərə uyğunlaşma tələbinə əsasən - şagirdlər rəsmi/qeyri-rəsmi danışıq tərzlərini fərqləndirməyi bacarmalıdırlar,"",2026-03-20 12:54:26.696776
1170,4,Az_dili_IV_2.1.1,Oxu,Tətbiq,asan,deyismeyib,Deyilişi çətin olan sözləri aydın tələffüz etməklə kiçikhəcmli mətnləri oxuyur.,Texniki oxu bacarığı üçün əsas standartdır. PIRLS çərçivəsində səlis oxu tələblərinə uyğun və A2 səviyyəsi üçün adekvat çətinlik dərəcəsinə malikdir.,Deyilişi çətin olan sözləri aydın tələffüz etməklə kiçikhəcmli mətnləri oxuyur.,2026-03-20 12:53:29.699089
1171,4,Az_dili_IV_2.1.2,Oxu,Tətbiq,orta,deyismeyib,Mətni oxuyarkən məzmuna uyğun səs tonu seçir.,İfadəli oxu üçün vacib standartdır. Mətnin emosional məzmununu anlamaq və onu oxu prosesində əks etdirmək bacarığını inkişaf etdirir.,Mətni oxuyarkən məzmuna uyğun səs tonu seçir.,2026-03-20 12:53:29.700341
1172,4,Az_dili_IV_2.2.1,Oxu,Anlama,asan,deyismeyib,Mətndə açıq şəkildə ifadə olunmuş məlumatları mənimsədiyini nümayiş etdirir.,PIRLS çərçivəsində faktoloji qavrama üçün əsas standartdır. Oxu anlama prosesinin ilkin mərhələsi üçün zəruri bacarıqdır və yaş qrupuna uyğundur.,Mətndə açıq şəkildə ifadə olunmuş məlumatları mənimsədiyini nümayiş etdirir.,2026-03-20 12:53:29.701375
1173,4,Az_dili_IV_2.2.2,Oxu,Anlama,asan,deyismeyib,Verbal-qrafik informasiyanı mənimsədiyini nümayiş etdirir.,Müasir mətn növlərini anlamaq üçün vacib standartdır. PISA 2025 çərçivəsində multimodal mətnlərlə işləmə bacarığının əsasını təşkil edir.,Verbal-qrafik informasiyanı mənimsədiyini nümayiş etdirir.,2026-03-20 12:53:29.702342
1174,4,Az_dili_IV_2.2.3,Oxu,Anlama,orta,deyismeyib,Kontekstdən çıxış edərək mətndəki söz və ifadələrin mənasını müəyyən edir və lüğət vasitəsilə dəqiqləşdirir.,Lüğət işi və kontekst anlamı üçün fundamental standartdır. PIRLS metodikasında mətn anlamı üçün əsas bacarıq olaraq qəbul edilir.,Kontekstdən çıxış edərək mətndəki söz və ifadələrin mənasını müəyyən edir və lüğət vasitəsilə dəqiqləşdirir.,2026-03-20 12:53:29.703314
1175,4,Az_dili_IV_2.3.1,Oxu,Analiz,çətin,deyismeyib,Mətndə fikirlərlə (müəllif mövqeyi ilə) fakt və hadisələri əlaqələndirir.,PISA çərçivəsində interpretasiya və əlaqələndirmə bacarığını əks etdirən yüksək səviyyəli standartdır. Kritik oxu bacarıqlarının inkişafı üçün mühümdür.,Mətndə fikirlərlə (müəllif mövqeyi ilə) fakt və hadisələri əlaqələndirir.,2026-03-20 12:53:29.704403
1176,4,Az_dili_IV_2.3.2,Oxu,Qiymətləndirmə,çətin,deyismeyib,Mətndəki obrazlara münasibət bildirir və fikrini mətnə istinad etməklə əsaslandırır.,PISA çərçivəsində tənqidi təfəkkür və əsaslandırma bacarığını inkişaf etdirən əla standartdır. Mətnə istinad etmə tələbi arqumentasiya bacarığını gücləndirir.,Mətndəki obrazlara münasibət bildirir və fikrini mətnə istinad etməklə əsaslandırır.,2026-03-20 12:53:29.705402
1177,4,Az_dili_IV_2.3.3,Oxu,Tətbiq,orta,yenilenib,Mətndəki əsas fikirlə əlaqəli həyatdan nümunələr gətirir və əlaqəni izah edir.,"Köhnə standartda 'bağlı' ifadəsi qeyri-müəyyün idi və məqsəd aydın deyildi. Yeni standart PISA çərçivəsinə uyğun olaraq mətn-həyat əlaqəsinin məqsədyönlü izahını tələb edir. Finlandiya modelində olduğu kimi, şagird yalnız nümunə göstərmir, həm də əlaqəni əsaslandırır ki, bu da daha dərin təfəkkür tələb edir.",Mətndəki əsas fikri bağlı həyatdan nümunələr gətirir.,2026-03-20 12:53:29.706635
1178,4,Az_dili_IV_2.4.1,Oxu,Qiymətləndirmə,çətin,deyismeyib,Mətndəki obrazlara və müəllif yanaşmasına öz münasibətini bildirir.,PISA çərçivəsində refleksiya və qiymətləndirmə bacarığını inkişaf etdirən əla standartdır. Şəxsi münasibət bildirmə 4-cü sinif üçün stimullaşdırıcı və yaradıcı düşüncəni inkişaf etdirir.,Mətndəki obrazlara və müəllif yanaşmasına öz münasibətini bildirir.,2026-03-20 12:53:29.707752
1179,4,Az_dili_IV_2.4.2,Oxu,Yaratma,çətin,deyismeyib,"Mətni məzmununa və janrın tələblərinə uyğun dəyişdirir, genişləndirir və ya tamamlayır.","Yaradıcı oxu üçün əla standartdır. PISA çərçivəsində mətn transformasiyası və janr anlayışı üçün mühüm bacarıqdır, 4-cü sinif üçün iddialı lakin inkişafa yönəlik məqsədə uyğundur.","Mətni məzmununa və janrın tələblərinə uyğun dəyişdirir, genişləndirir və ya tamamlayır.",2026-03-20 12:53:29.708794
1180,4,Az_dili_IV_2.4.3,Oxu,Analiz,çətin,deyismeyib,Mətni məzmun-struktur və dil-üslub xüsusiyyətlərinə görə təhlil edir.,PIRLS çərçivəsində mətn təhlili üçün yüksək səviyyəli standartdır. Mətn strukturu və dil xüsusiyyətləri anlamağı 4-cü sinif üçün tədricən inkişaf etdirilməlidir.,Mətni məzmun-struktur və dil-üslub xüsusiyyətlərinə görə təhlil edir.,2026-03-20 12:53:29.709913
1181,4,Az_dili_IV_2.4.4,Oxu,Analiz,çətin,deyismeyib,"Müxtəlif mətnləri mövzu, məzmun, ideya, struktur və bədii xüsusiyyətlər baxımından müqayisə edir.",PISA çərçivəsində müqayisəli oxu üçün mükəmməl standartdır. Çoxsaylı mətnlərlə işləmə bacarığı 2025 PISA tələblərinə uyğundur və analitik düşüncə inkişaf etdirir.,"Müxtəlif mətnləri mövzu, məzmun, ideya, struktur və bədii xüsusiyyətlər baxımından müqayisə edir.",2026-03-20 12:53:29.710928
1189,4,Az_dili_IV_2.5.1,Oxu,Qiymətləndirmə,orta,yeni_yazilmis,Mətnlərdə məlumat mənbələrinin etibarlılığını qiymətləndirir və fərqli mənbələrdən əldə etdiyi məlumatları müqayisə edir.,PISA-nın məlumat savadlılığı və PIRLS-in mətn mənbələrinin qiymətləndirilməsi komponentlərinə əsasən - şagirdlər müxtəlif mənbələrdən gələn məlumatları tənqidi şəkildə dəyərləndirməyi öyrənməlidirlər,"",2026-03-20 12:54:26.693575
1192,4,Az_dili_IV_2.6.1,Oxu,Analiz,orta,yeni_yazilmis,"Müxtəlif media növlərindəki (rəqəmsal mətnlər, video, audio) məlumatları anlayır və təhlil edir.",PISA-nın rəqəmsal oxu bacarıqları və Kanada standartlarının media savadlılığı komponentlərinə əsasən - müasir dünyada multimodal mətnlərlə işləmə bacarığı vacibdir,"",2026-03-20 12:54:26.698805
1182,4,Az_dili_IV_3.1.1,Yazı,Tətbiq,orta,deyismeyib,Məntiqi və xronoloji ardıcıllığı gözləməklə məlumatları mətnin hissələrinə uyğun qruplaşdırır.,Mətn təşkil etmə üçün fundamental standartdır. CEFR A2 səviyyəsində yazı strukturu qurmaq üçün zəruri bacarıqdır və məqsədyönlüdür.,Məntiqi və xronoloji ardıcıllığı gözləməklə məlumatları mətnin hissələrinə uyğun qruplaşdırır.,2026-03-20 12:53:29.721983
1183,4,Az_dili_IV_3.1.2,Yazı,Tətbiq,asan,deyismeyib,Yazıda ədəbi dilin normalarına riayət edir.,Yazı normaları üçün əsas standartdır. CEFR A2 səviyyəsində düzgün yazı formalaşdırma üçün zəruri və praktiki əhəmiyyətə malikdir.,Yazıda ədəbi dilin normalarına riayət edir.,2026-03-20 12:53:29.723524
1184,4,Az_dili_IV_3.2.1,Yazı,Tətbiq,orta,deyismeyib,"Dinlədiyi, oxuduğu, həyatda gördüyü hadisə və faktlar əsasında mətn yazır.",Müxtəlif mənbələrdən məlumat əsasında yazı yaratmaq üçün mükəmməl standartdır. PISA çərçivəsində informasiya inteqrasiyası bacarığını inkişaf etdirir.,"Dinlədiyi, oxuduğu, həyatda gördüyü hadisə və faktlar əsasında mətn yazır.",2026-03-20 12:53:29.724858
1185,4,Az_dili_IV_3.2.2,Yazı,Yaratma,çətin,deyismeyib,Janr tələblərini gözləməklə təxəyyülə əsasən bədii mətn yazır.,"Yaradıcı yazı üçün əla standartdır. Janr anlayışı və yaradıcı təfəkkürü birləşdirər, CEFR A2 səviyyəsində bədii ifadə bacarığını inkişaf etdirir.",Janr tələblərini gözləməklə təxəyyülə əsasən bədii mətn yazır.,2026-03-20 12:53:29.726347
1186,4,Az_dili_IV_3.2.3,Yazı,Tətbiq,orta,deyismeyib,Araşdırdığı və əldə etdiyi məlumatlar əsasında qeyri-bədii mətn yazır.,"Akademik yazı bacarıqlarının əsasını qoyan mühüm standartdır. Araşdırma və yazı bacarıqlarını birləşdirər, fənlərarası əlaqə yaradır.",Araşdırdığı və əldə etdiyi məlumatlar əsasında qeyri-bədii mətn yazır.,2026-03-20 12:53:29.727479
1187,4,Az_dili_IV_3.2.4,Yazı,Tətbiq,orta,deyismeyib,Standart forma və məzmun xüsusiyyətlərini gözləməklə əməli yazılar yazır.,Həyati yazı bacarıqları üçün praktiki standartdır. Real həyatda tətbiq olunan yazı növlərini öyrənmək CEFR A2 səviyyəsi üçün vacibdir.,Standart forma və məzmun xüsusiyyətlərini gözləməklə əməli yazılar yazır.,2026-03-20 12:53:29.728759
1188,4,Az_dili_IV_3.2.5,Yazı,Yaratma,orta,yenilenib,"Təqdimat üçün məqsədə uyğun vizual forma və üsullar seçir, mətn-qrafik elementləri məqsədyönlü birləşdirir.","Köhnə standart yalnız seçim prosesini əhatə edirdi, lakin müasir rəqəmsal mühitdə multimodal mətn yaratma bacarıqları daha əhəmiyyətlidir. Yeni mətn PISA 2025 çərçivəsində vizual-mətn inteqrasiyasına fokuslanır və məqsədyönlü yanaşmanı vurğulayır. Finlandiya və Estoniya modellərinə əsasən rəqəmsal savadlılığın təməli qoyulur.",Təqdimat üçün müxtəlif vizual forma və üsullar seçir.,2026-03-20 12:53:29.730184
1191,4,Az_dili_IV_3.3.1,Yazı,Qiymətləndirmə,orta,yeni_yazilmis,"Yazdığı mətnləri özü yoxlayır, redaktə edir və yenidən təşkil edir.",Sinqapur və Estoniya standartlarının metakognitiv yazı prosesi və özünütənzimləmə bacarıqlarına əsasən - şagirdlər öz yazılarını tənqidi şəkildə qiymətləndirmə və təkmilləşdirmə bacarığı əldə etməlidirlər,"",2026-03-20 12:54:26.697761
